City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
196,Buraydah,SA,2021-09-27 00:22:19,26.326,43.975,77.45,33,14,7.47,few clouds
197,Salta,AR,2021-09-27 00:25:12,-24.7859,-65.4117,75.49,35,0,1.99,clear sky
198,Caorle,IT,2021-09-27 00:25:12,45.5966,12.8758,67.96,86,100,4.59,overcast clouds
199,Yabrud,SY,2021-09-27 00:25:12,33.9674,36.6574,61.52,32,21,4.79,few clouds
200,Dromolaxia,CY,2021-09-27 00:25:13,34.8761,33.586,73.67,45,0,4.61,clear sky
201,Conde,BR,2021-09-27 00:25:13,-7.2597,-34.9075,74.66,94,75,12.66,broken clouds
202,Taoudenni,ML,2021-09-27 00:25:13,22.6783,-3.9836,93.25,10,7,9.73,clear sky
203,Ilulissat,GL,2021-09-27 00:25:14,69.2167,-51.1,17.62,57,1,4.61,clear sky
204,Puerto Ayora,EC,2021-09-27 00:25:14,-0.7393,-90.3518,69.49,90,88,9.4,overcast clouds
205,Grand-Santi,GF,2021-09-27 00:25:14,4.25,-54.3833,72.75,92,78,1.95,broken clouds
206,Bethel,US,2021-09-27 00:25:15,41.3712,-73.414,65.91,76,1,5.75,clear sky
207,Portland,US,2021-09-27 00:25:14,45.5234,-122.6762,76.39,47,75,3.0,broken clouds
208,Nanortalik,GL,2021-09-27 00:25:15,60.1432,-45.2371,37.08,80,6,1.25,clear sky
209,Jamestown,US,2021-09-27 00:24:25,42.097,-79.2353,61.92,75,90,1.01,overcast clouds
210,Touros,BR,2021-09-27 00:25:15,-5.1989,-35.4608,76.1,81,15,16.26,few clouds
211,Saldanha,ZA,2021-09-27 00:25:16,-33.0117,17.9442,55.45,88,0,13.6,clear sky
212,Gat,IL,2021-09-27 00:25:16,31.61,34.7642,77.92,100,1,4.34,clear sky
213,Cloquet,US,2021-09-27 00:25:16,46.7216,-92.4594,67.98,70,1,3.44,clear sky
214,Vardo,NO,2021-09-27 00:25:17,70.3705,31.1107,47.68,86,100,23.53,overcast clouds
215,Turbo,CO,2021-09-27 00:25:17,8.0937,-76.7269,80.02,87,87,1.95,overcast clouds
216,Komsomolskiy,UZ,2021-09-27 00:25:17,40.4272,71.7189,65.12,29,0,6.91,clear sky
217,Williston,US,2021-09-27 00:25:18,48.147,-103.618,84.61,33,45,1.01,scattered clouds
218,Katsuura,JP,2021-09-27 00:21:58,35.1333,140.3,76.19,66,17,19.91,few clouds
219,Vallenar,CL,2021-09-27 00:25:18,-28.5708,-70.7581,71.24,34,0,4.09,clear sky
220,Chippewa Falls,US,2021-09-27 00:25:03,44.9369,-91.3929,72.97,76,1,5.75,clear sky
221,Kinablangan,PH,2021-09-27 00:25:19,7.6947,126.5503,82.58,73,96,1.92,overcast clouds
222,Charters Towers,AU,2021-09-27 00:25:19,-20.1,146.2667,78.91,40,7,11.36,clear sky
223,Lewistown,US,2021-09-27 00:25:19,40.5992,-77.5714,62.76,62,1,4.61,clear sky
224,Dudinka,RU,2021-09-27 00:25:20,69.4058,86.1778,30.63,60,28,7.16,scattered clouds
225,Luanda,AO,2021-09-27 00:25:20,-8.8368,13.2343,73.4,88,75,5.75,broken clouds
226,Balaghat,IN,2021-09-27 00:25:20,21.8,80.1833,73.83,93,93,5.66,overcast clouds
227,Sakakah,SA,2021-09-27 00:25:21,29.9697,40.2064,74.77,26,0,6.98,clear sky
228,Oyama,JP,2021-09-27 00:25:21,36.3,139.8,72.9,58,38,7.72,scattered clouds
229,Hilo,US,2021-09-27 00:25:21,19.7297,-155.09,82.13,84,90,13.8,light rain
230,Souillac,MU,2021-09-27 00:25:21,-20.5167,57.5167,70.18,88,75,19.57,light rain
231,Shache,CN,2021-09-27 00:25:22,38.4167,77.2406,62.28,26,0,2.91,clear sky
232,Carballo,ES,2021-09-27 00:25:22,43.213,-8.691,66.87,87,100,13.29,light rain
233,Ribeira Grande,PT,2021-09-27 00:25:22,38.5167,-28.7,68.38,73,91,23.6,overcast clouds
234,Kruisfontein,ZA,2021-09-27 00:25:23,-34.0033,24.7314,57.88,94,69,7.07,broken clouds
235,Birin,NP,2021-09-27 00:25:23,26.8865,88.0718,63.28,66,43,5.35,scattered clouds
236,Vila Franca Do Campo,PT,2021-09-27 00:25:24,37.7167,-25.4333,70.2,93,100,7.31,overcast clouds
237,Zverinogolovskoye,RU,2021-09-27 00:25:24,54.4586,64.8542,40.77,49,100,23.11,overcast clouds
238,Yar-Sale,RU,2021-09-27 00:25:24,66.8333,70.8333,32.0,85,1,6.91,clear sky
239,Skibbereen,IE,2021-09-27 00:25:24,51.55,-9.2667,53.4,73,100,8.23,overcast clouds
240,Tiksi,RU,2021-09-27 00:25:25,71.6872,128.8694,33.75,95,100,6.44,light rain
241,Chimbote,PE,2021-09-27 00:25:25,-9.0853,-78.5783,63.3,86,33,5.86,scattered clouds
242,Alexander City,US,2021-09-27 00:25:25,32.944,-85.9539,70.48,88,1,0.0,clear sky
243,Mollendo,PE,2021-09-27 00:25:26,-17.0231,-72.0147,60.78,78,62,3.51,broken clouds
244,Sisimiut,GL,2021-09-27 00:25:26,66.9395,-53.6735,26.37,53,0,7.67,clear sky
245,Chuy,UY,2021-09-27 00:25:26,-33.6971,-53.4616,57.63,93,2,5.57,clear sky
246,Pandegelang,ID,2021-09-27 00:25:27,-6.31,106.1058,82.65,85,72,1.88,broken clouds
247,Wanning,CN,2021-09-27 00:25:27,18.8003,110.3967,80.78,84,26,2.84,scattered clouds
248,Damghan,IR,2021-09-27 00:25:27,36.1683,54.348,56.16,54,0,1.45,clear sky
249,Yerbogachen,RU,2021-09-27 00:25:28,61.2767,108.0108,32.2,94,100,14.07,light snow
250,Brae,GB,2021-09-27 00:25:28,60.3964,-1.353,55.31,96,100,18.34,overcast clouds
251,Pochutla,MX,2021-09-27 00:25:28,15.7432,-96.4661,78.62,81,67,4.32,broken clouds
252,Camacha,PT,2021-09-27 00:25:29,33.0833,-16.3333,66.96,77,0,3.44,clear sky
253,Chapais,CA,2021-09-27 00:25:29,49.7834,-74.8492,49.78,89,99,4.12,overcast clouds
254,Hofn,IS,2021-09-27 00:25:29,64.2539,-15.2082,42.48,61,100,9.64,overcast clouds
255,Ostrovnoy,RU,2021-09-27 00:21:09,68.0531,39.5131,43.61,93,93,14.29,overcast clouds
256,Port-Gentil,GA,2021-09-27 00:25:30,-0.7193,8.7815,77.52,83,90,10.27,overcast clouds
257,Raudeberg,NO,2021-09-27 00:25:30,61.9875,5.1352,57.87,89,89,10.76,light rain
258,Los Llanos De Aridane,ES,2021-09-27 00:25:30,28.6585,-17.9182,71.35,73,90,9.22,overcast clouds
259,Flin Flon,CA,2021-09-27 00:25:31,54.7682,-101.865,57.27,60,48,3.98,scattered clouds
260,Ferme-Neuve,CA,2021-09-27 00:25:31,46.7001,-75.4493,47.98,70,85,4.68,overcast clouds
261,Oranjestad,AW,2021-09-27 00:25:31,12.524,-70.027,84.9,81,20,5.99,few clouds
262,Barranca,PE,2021-09-27 00:25:32,-10.75,-77.7667,61.47,85,32,5.44,scattered clouds
263,Zhezkazgan,KZ,2021-09-27 00:25:32,47.8043,67.7144,59.52,23,100,8.55,light rain
